,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020,20may2020,21may2020,22may2020,23may2020,24may2020,25may2020,26may2020,27may2020,28may2020,29may2020,30may2020,31may2020,01jun2020,02jun2020,03jun2020,04jun2020,05jun2020,06jun2020,07jun2020,08jun2020,09jun2020,10jun2020,11jun2020,12jun2020
Rwanda,RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,14.73999977,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,33.65000153,33.65000153,41.34999847,41.34999847,45.18999863,45.18999863,46.15000153,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,.,.,.,.,.,.,.,.,.,.,.
Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,20.51000023,20.51000023,20.51000023,26.28000069,33.97000122,33.97000122,33.97000122,33.97000122,41.66999817,41.66999817,49.36000061,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,67.94999695,67.94999695,73.08000183,73.08000183,75,75,75,75,75,75,75,75,75,80.76999664,80.76999664,80.76999664,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,87.81999969,87.81999969,87.81999969,87.81999969,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,85.90000153,85.90000153,85.90000153,78.20999908,80.76999664,80.76999664,80.76999664,80.76999664,71.47000122,71.47000122,71.47000122,71.47000122,71.47000122,71.47000122,69.55000305,69.55000305,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,12.81999969,36.54000092,36.54000092,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,54.49000168,54.49000168,54.49000168,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,67.94999695,67.94999695,67.94999695,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,.
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,29.48999977,31.40999985,39.09999847,39.09999847,42.95000076,42.95000076,44.86999893,44.86999893,44.86999893,56.40999985,56.40999985,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,71.79000092,71.79000092,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,.,.,.,.,.,.,.,.
Singapore,SGP,0,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,19.87000084,19.87000084,19.87000084,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,39.74000168,39.74000168,39.74000168,39.74000168,39.74000168,43.59000015,43.59000015,50,50,50,50,57.68999863,73.72000122,73.72000122,71.79000092,71.79000092,71.79000092,71.79000092,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,.,.
Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,13.46000004,13.46000004,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,28.85000038,28.85000038,28.85000038,28.85000038,36.54000092,36.54000092,36.54000092,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,50,50,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,45.50999832,45.50999832,45.50999832,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969,37.81999969
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769999981,5.769999981,5.769999981,5.769999981,9.619999886,15.38000011,23.07999992,26.92000008,26.92000008,26.92000008,26.92000008,26.92000008,28.85000038,28.85000038,28.85000038,49.36000061,54.49000168,54.49000168,49.36000061,49.36000061,72.44000244,72.44000244,72.44000244,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,67.30999756,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,68.58999634,78.20999908,78.20999908,78.20999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,.,.,.,.,.
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,33.97000122,35.90000153,35.90000153,35.90000153,35.90000153,41.02999878,41.02999878,50.63999939,54.49000168,54.49000168,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,70.51000214,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,78.20999908,78.20999908,78.20999908,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,84.62000275,84.62000275,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,92.30999756,.
San Marino,SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,11.53999996,11.53999996,21.79000092,21.79000092,29.48999977,41.02999878,41.02999878,41.02999878,41.02999878,41.02999878,41.02999878,41.02999878,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,74.36000061,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,.,.,.,.,.,.,.,.,.,.,.
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769999981,5.769999981,5.769999981,5.769999981,7.690000057,28.85000038,28.85000038,36.54000092,36.54000092,36.54000092,36.54000092,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,35.90000153,.,.,.,.
Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,9.619999886,9.619999886,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,27.55999947,27.55999947,27.55999947,27.55999947,44.22999954,56.40999985,56.40999985,66.66999817,66.66999817,66.66999817,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,80.76999664,80.76999664,80.76999664,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,.,.,.,.
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,8.329999924,8.329999924,8.329999924,27.55999947,27.55999947,27.55999947,27.55999947,35.25999832,35.25999832,35.25999832,35.25999832,39.74000168,42.31000137,42.31000137,42.31000137,47.43999863,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,51.27999878,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,67.94999695,65.37999725,65.37999725,65.37999725,65.37999725,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Suriname,SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,23.07999992,29.48999977,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,55.77000046,55.77000046,55.77000046,55.77000046,55.77000046,55.77000046,55.77000046,55.77000046,55.77000046,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,57.68999863,57.68999863,57.68999863,57.68999863,55.13000107,55.13000107,56.40999985,56.40999985,56.40999985,56.40999985,54.49000168,60.25999832,67.94999695,67.94999695,67.94999695,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,.
Slovak Republic,SVK,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,17.95000076,17.95000076,21.79000092,21.79000092,21.79000092,25.63999939,35.90000153,35.90000153,44.22999954,53.20999908,57.04999924,57.04999924,62.18000031,62.18000031,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,71.79000092,71.79000092,67.94999695,67.94999695,66.02999878,66.02999878,66.02999878,66.02999878,.,.,.,.
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.51000023,20.51000023,20.51000023,24.36000061,24.36000061,24.36000061,30.12999916,30.12999916,30.12999916,30.12999916,32.68999863,32.68999863,48.08000183,48.08000183,48.08000183,67.30999756,75,75,75,75,75,75,75,75,75,75,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,68.58999634,68.58999634,68.58999634,61.22000122,61.22000122,61.22000122,61.22000122,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,53.52999878,52.56000137,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,.,.
Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,17.95000076,17.95000076,23.71999931,27.55999947,27.55999947,27.55999947,27.55999947,31.40999985,31.40999985,33.97000122,39.74000168,39.74000168,39.74000168,39.74000168,35.90000153,35.90000153,38.45999908,38.45999908,38.45999908,38.45999908,38.45999908,38.45999908,38.45999908,42.31000137,42.31000137,42.31000137,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,.,.,.,.,.
