,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020
Burundi,BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931
Belgium,BEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,21.03000069,21.03000069,21.03000069,26.85000038,53.04000092,53.04000092,53.04000092,53.04000092,75.26000214,75.26000214,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,.,.,72.48000336,72.48000336,72.48000336,72.48000336,75.26000214,75.26000214
Benin,BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,25,25,27.78000069,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,58.74000168,48.15000153,.,.,48.15000153,48.15000153,48.15000153,48.15000153,.,.
Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,77.63999939,77.63999939,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,92.72000122,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,70.5,62.04000092,62.04000092,62.04000092,62.04000092,62.04000092,.
Bangladesh,BGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,34.91999817,34.91999817,34.91999817,75.13999939,75.13999939,79.11000061,79.11000061,79.11000061,79.11000061,82.80999756,85.98000336,85.98000336,85.98000336,85.98000336,85.98000336,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,88.76000214,91.40000153,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,91.93000031,.,.
Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,22.35000038,22.35000038,22.35000038,22.35000038,22.35000038,22.35000038,29.48999977,29.48999977,53.04000092,53.04000092,53.04000092,53.04000092,53.04000092,71.83000183,71.83000183,71.83000183,75,75,75,75,75,75,75,75,75,75,75,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75.51999664,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.88999939,63.88999939,.,.,.,.,.,.,63.88999939,63.88999939,63.88999939,63.88999939,63.88999939,63.88999939
Bahrain,BHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,18.25,18.25,18.25,18.25,18.25,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,25,25,25,25,25,25,25,25,69.05000305,69.05000305,69.05000305,69.05000305,74.19999695,74.19999695,74.19999695,74.19999695,76.84999847,76.84999847,83.98999786,83.98999786,83.98999786,83.98999786,83.98999786,83.98999786,83.98999786,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,.,.
Bosnia and Herzegovina,BIH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,34.52999878,45.63999939,45.63999939,45.63999939,45.63999939,45.63999939,52.77999878,71.83000183,78.97000122,78.97000122,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,87.70999908,90.87999725,90.87999725,90.87999725,90.87999725,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,81.22000122,81.22000122,81.22000122,81.22000122,81.22000122,81.22000122,81.22000122,81.22000122,.
Belarus,BLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027
Belize,BLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,16.67000008,16.67000008,19.44000053,39.68000031,39.68000031,39.68000031,39.68000031,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,56.22000122,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,73.41999817,87.04000092,87.04000092,87.04000092,87.04000092,.
Bermuda,BMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,30.55999947,50.25999832,50.25999832,50.25999832,50.25999832,50.25999832,50.25999832,52.90999985,52.90999985,52.90999985,52.90999985,52.90999985,52.90999985,52.90999985,52.90999985,52.90999985,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,82.80000305,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,80.15000153,.
Bolivia,BOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,34.52000046,43.65000153,46.81999969,46.81999969,62.70000076,77.12000275,78.16999817,75,77.12000275,88.23000336,91.40000153,91.40000153,91.40000153,91.40000153,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,.,.,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847
Brazil,BRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,26.98999977,37.84000015,41.81000137,41.81000137,41.81000137,55.04000092,57.02999878,63.77999878,63.77999878,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,70.51999664,72.51000214,72.51000214,72.51000214,72.51000214,72.51000214,72.51000214,72.51000214,72.51000214,72.51000214,75.15000153,75.15000153,75.15000153,75.15000153,75.15000153,67.20999908,.,.,.,67.20999908,67.20999908,67.20999908,67.20999908,67.20999908,67.20999908
Barbados,BRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,20.63999939,44.04999924,44.04999924,55.15999985,55.15999985,55.15999985,55.15999985,55.15999985,55.15999985,55.15999985,55.15999985,55.15999985,76.05999756,76.05999756,76.05999756,76.05999756,76.05999756,76.05999756,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,90.47000122,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,82.52999878,.,.
Brunei,BRN,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,30.55999947,30.55999947,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,50.79000092,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,53.56999969,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,.,.
Bhutan,BTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,34.91999817,34.91999817,34.91999817,34.91999817,34.91999817,34.91999817,34.91999817,34.91999817,34.91999817,40.47000122,40.47000122,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305,78.30000305
Botswana,BWA,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,46.81999969,46.81999969,46.81999969,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,60.70999908,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,64.68000031,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,87.04000092,81.22000122,81.22000122,81.22000122,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305
Central African Republic,CAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,69.97000122,.,.
Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,13.89000034,21.82999992,21.82999992,24.47999954,24.47999954,44.70999908,44.70999908,60.99000168,60.99000168,72.09999847,72.09999847,72.09999847,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,74.08000183,74.08000183,74.08000183,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786
