,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970000029,15.07999992,15.07999992,20.37000084,28.70999908,28.70999908,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,31.35000038,45.63999939,45.63999939,52.25,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,61.24000168,58.45999908,58.45999908,58.45999908,58.45999908,58.45999908,58.45999908,58.45999908,58.45999908,61.24000168,74.19999695,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,78.83000183,80.81999969,80.81999969,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,83.45999908,76.84999847,76.84999847,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,.,.,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985,46.15999985
Kuwait,KWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,27.78000069,27.78000069,27.78000069,27.78000069,27.78000069,27.78000069,37.70000076,37.70000076,37.70000076,41.66999817,61.24000168,72.34999847,75.12999725,75.12999725,75.12999725,75.12999725,75.12999725,75.12999725,75.12999725,75.12999725,75.12999725,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,90.48999786,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,83.06999969,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,91.01000214,100,100,100,100,100,100,100,100,100,.
Laos,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96000004,12.96000004,12.96000004,12.96000004,18.51000023,18.51000023,26.97999954,26.97999954,29.62999916,29.62999916,29.62999916,29.62999916,29.62999916,29.62999916,29.62999916,32.40000153,32.40000153,32.40000153,32.40000153,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,62.70000076,.,.,62.70000076,62.70000076,62.70000076,62.70000076,.,.
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,15.47000027,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,39.02000046,58.72999954,58.72999954,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,84.12000275,89.41000366,89.41000366,89.41000366,89.41000366,89.41000366,84.12000275,84.12000275
Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,15.47000027,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,.,.,.,.,.,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092,80.29000092
Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.12000084,29.22999954,71.55000305,71.55000305,71.55000305,71.55000305,71.55000305,71.55000305,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,88.88999939,96.83000183,100,100,100,100,100,100,100,100,100,91.01000214,78.05000305,78.05000305,78.05000305,78.05000305,78.05000305,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153,79.90000153
Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,21.15999985,50.13000107,50.13000107,61.24000168,61.24000168,79.76999664,82.55000305,88.88999939,88.88999939,88.88999939,96.83000183,96.83000183,96.83000183,96.83000183,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,84.91999817,84.91999817,81.75,81.75,79.09999847,79.09999847,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,.,.,82.26999664,82.26999664,82.26999664,82.26999664,.,.
Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,74.06999969,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,78.04000092,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,72.87000275,.
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,25.38999939,25.38999939,25.38999939,38.34999847,46.29000092,46.29000092,57.40000153,73.80999756,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,75.66000366,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336,65.73000336,.,.
Macao,MAC,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,25,30.81999969,30.81999969,30.81999969,30.81999969,30.81999969,30.81999969,36.11000061,36.11000061,36.11000061,36.11000061,44.58000183,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,51.72000122,54.49000168,54.49000168,54.49000168,46.02999878,46.02999878,46.02999878,46.02999878,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,38.88999939,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,52.77999878,52.77999878,63.88999939,63.88999939,63.88999939,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,75.79000092,75.79000092,75.79000092,73.15000153,73.15000153,73.15000153,.,.,.,.,.,.,.,73.15000153,73.15000153,73.15000153,73.15000153,.,.
Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,24.20999908,24.20999908,24.20999908,37.97000122,37.97000122,37.97000122,46.43999863,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725
Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,12.69999981,12.69999981,35.70999908,55.29000092,55.29000092,55.29000092,55.29000092,55.29000092,55.29000092,58.06999969,58.06999969,58.06999969,58.06999969,60.04999924,60.04999924,60.04999924,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,90.73999786,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,84.91999817,.,.
Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,19.44000053,19.44000053,22.21999931,84.26000214,84.26000214,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,94.83999634,77.12000275,77.12000275,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,62.83000183,64.43000031,64.43000031,64.43000031,64.43000031,64.43000031,64.43000031,64.43000031,.
Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,8.329999924,8.329999924,19.44000053,55.95000076,55.95000076,67.05999756,67.05999756,67.05999756,67.05999756,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,85.44999695,.,.
Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,22.21999931,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,.,.,.,.,.,.,.,.,.,.,.,.,.,76.19000244,76.19000244,76.19000244,76.19000244,.,.
Myanmar,MMR,0,0,0,0,0,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,10.72000027,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,34.13000107,34.13000107,36.90000153,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,48.02000046,48.02000046,56.47999954,56.47999954,56.47999954,56.47999954,59.25999832,59.25999832,67.19999695,67.19999695,67.19999695,73.01999664,73.01999664,73.01999664,80.94999695,80.94999695,80.94999695,80.43000031,80.43000031,83.59999847,83.59999847,83.08000183,83.08000183,83.08000183,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,85.05999756,81.88999939,81.88999939,81.88999939,81.88999939,81.88999939,81.88999939,81.88999939,81.88999939,81.88999939,.,.,81.88999939,81.88999939,81.88999939,81.88999939,.,.
Mongolia,MNG,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,66.01000214,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,58.06999969,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,61.24000168,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,64.01999664,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,67.98999786,87.30999756,87.30999756,87.30999756,67.98999786,67.98999786,67.98999786,67.98999786,.,.,67.98999786,67.98999786,67.98999786,67.98999786,.,.
Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,17.05999947,19.84000015,19.84000015,23.80999947,48.02000046,48.02000046,48.02000046,48.02000046,48.02000046,53.56999969,53.56999969,53.56999969,53.56999969,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,53.83000183,.,.
Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,16.67000008,16.67000008,16.67000008,27.78000069,27.78000069,27.78000069,58.45999908,58.45999908,58.45999908,58.45999908,64.01999664,64.01999664,64.01999664,64.01999664,69.83999634,69.83999634,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,.
Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,22.21999931,51.59000015,51.59000015,51.59000015,76.31999969,76.31999969,76.31999969,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969,76.31999969
